author,updated_at,like_count,text,video_id,cleaned_text,sentiment,sentiment_score,keywords,entities,topic
@超本命,2026-06-15T23:32:05Z,2,最後のシュートは鎌田に当たってなかったら入ってないよね。,r8SvHZxALQs,最後のシュートは鎌田に当たってなかったら入ってないよね,neutral,0.0,['最後のシュートは鎌田に当たってなかったら入ってないよね'],[],1
@JD-es7rx,2026-06-15T23:30:34Z,0,鎌田が小川に「お前が喜びすぎるからお前の得点みたいになってるじゃねーか」って言ったのが笑った。ワールドカップ初得点と思ったのにガッカリしたかもしれない後輩を、笑わせてねぎらったんだね。,r8SvHZxALQs,鎌田が小川に お前が喜びすぎるからお前の得点みたいになってるじゃねーか って言ったのが笑った ワールドカップ初得点と思ったのにガッカリしたかもしれない後輩を 笑わせてねぎらったんだね,neutral,0.0,"['って言ったのが笑った ワールドカップ初得点と思ったのにガッカリしたかもしれない後輩を', 'ワールドカップ初得点と思ったのにガッカリしたかもしれない後輩を 笑わせてねぎらったんだね', 'ワールドカップ初得点と思ったのにガッカリしたかもしれない後輩を']","[('鎌田が小川に', 'ORG'), ('って言ったのが笑った ワールドカップ初得点と思ったのにガッカリしたかもしれない後輩を', 'PERSON')]",1
@nuenriitmya,2026-06-15T23:29:41Z,19,"GO TO THE TOP
GO JAPAN GO",r8SvHZxALQs,go to the top go japan go,positive,0.2023,['japan'],"[('japan', 'GPE')]",79
@__LALISA__WORLDWIDENUMBERONE,2026-06-15T23:29:08Z,1,Well done to Japan,r8SvHZxALQs,well done to japan,positive,0.2732,['japan'],"[('japan', 'GPE')]",48
@davidcoldstar6333,2026-06-15T23:28:43Z,140,KING of ASIA 🇯🇵,r8SvHZxALQs,king of asia,neutral,0.0,"['king asia', 'king', 'asia']","[('asia', 'LOC')]",90
@yuuichi1985,2026-06-15T23:27:13Z,0,"世界の皆さん、日本の方が平均身長はるかに小さいのに良くやったでしょ？
三笘も遠藤も南野も居ないのによくやったと思いませんか？",r8SvHZxALQs,世界の皆さん 日本の方が平均身長はるかに小さいのに良くやったでしょ 三笘も遠藤も南野も居ないのによくやったと思いませんか,neutral,0.0,"['日本の方が平均身長はるかに小さいのに良くやったでしょ 三笘も遠藤も南野も居ないのによくやったと思いませんか', '世界の皆さん 日本の方が平均身長はるかに小さいのに良くやったでしょ', '三笘も遠藤も南野も居ないのによくやったと思いませんか']",[],1
@ClauvânderVictor,2026-06-15T23:27:04Z,3,Aqui foi jogo viu meu amigo!!!,r8SvHZxALQs,aqui foi jogo viu meu amigo,neutral,0.0,"['foi jogo', 'meu amigo', 'aqui foi']","[('aqui foi jogo', 'PERSON')]",-1
@MansOOr232,2026-06-15T23:25:29Z,0,Blue lock is real😮,r8SvHZxALQs,blue lock is real,neutral,0.0,"['blue lock', 'lock real', 'lock']",[],-1
@CC_3863,2026-06-15T23:23:58Z,1,This is a quarter final preview.,r8SvHZxALQs,this is a quarter final preview,neutral,0.0,"['final preview', 'quarter final', 'quarter']",[],27
@GagandeepSingh-t1l,2026-06-15T23:23:30Z,58,Japan star players were missing but they still got it,r8SvHZxALQs,japan star players were missing but they still got it,negative,-0.1531,"['players missing', 'japan star', 'missing got']","[('japan', 'GPE')]",-1
@sho-u2i,2026-06-15T23:22:46Z,3,勝ってもないのになに鎌田ガッツポーズしてんだよ？って思った人はイイねボタン,r8SvHZxALQs,勝ってもないのになに鎌田ガッツポーズしてんだよ って思った人はイイねボタン,neutral,0.0,"['勝ってもないのになに鎌田ガッツポーズしてんだよ って思った人はイイねボタン', '勝ってもないのになに鎌田ガッツポーズしてんだよ', 'って思った人はイイねボタン']",[],1
@らみ-c4z,2026-06-15T23:21:20Z,2,0:45 サッカーよく分からないけどこれは押してるのにファールじゃないの？,r8SvHZxALQs,0 45 サッカーよく分からないけどこれは押してるのにファールじゃないの,neutral,0.0,"['45 サッカーよく分からないけどこれは押してるのにファールじゃないの', 'サッカーよく分からないけどこれは押してるのにファールじゃないの', '45']",[],1
@gunsaxl08,2026-06-15T23:21:14Z,13,That Kamada goal gave me major Mario-stepping-on-a-Goomba vibes.😂😂,r8SvHZxALQs,that kamada goal gave me major mario stepping on a goomba vibes,neutral,0.0,"['kamada goal', 'stepping goomba', 'goomba vibes']",[],125
@khkgdp,2026-06-15T23:20:58Z,1,これ見た後、スウェーデン対チュニジア見て喜びが冷めた。,r8SvHZxALQs,これ見た後 スウェーデン対チュニジア見て喜びが冷めた,neutral,0.0,"['これ見た後 スウェーデン対チュニジア見て喜びが冷めた', 'スウェーデン対チュニジア見て喜びが冷めた', 'これ見た後']","[('スウェーデン対チュニジア見て喜びが冷めた', 'ORG')]",1
@おうん-r5k,2026-06-15T23:20:55Z,5,DAZNよりまともなハイライトで草,r8SvHZxALQs,daznよりまともなハイライトで草,neutral,0.0,['daznよりまともなハイライトで草'],[],1
@sei3418,2026-06-15T23:20:42Z,0,JAPAN!🎉,r8SvHZxALQs,japan,neutral,0.0,[],"[('japan', 'GPE')]",62
@hide1925,2026-06-15T23:20:40Z,0,これはどう考えても小川のゴールにするべき。,r8SvHZxALQs,これはどう考えても小川のゴールにするべき,neutral,0.0,['これはどう考えても小川のゴールにするべき'],[],1
@chaco_movie,2026-06-15T23:20:08Z,1,ザイオンがヤバイ,r8SvHZxALQs,ザイオンがヤバイ,neutral,0.0,[],[],127
@らみ-c4z,2026-06-15T23:19:51Z,1,ここから日本は久保三笘遠藤がいない状態で戦うことになる😢,r8SvHZxALQs,ここから日本は久保三笘遠藤がいない状態で戦うことになる,neutral,0.0,['ここから日本は久保三笘遠藤がいない状態で戦うことになる'],[],1
@hydration_break,2026-06-15T23:19:34Z,0,I don’t see what yall see… it was really boring of a match,r8SvHZxALQs,i denial of normal t see what you all see it was really boring of a match,negative,-0.3804,"['boring match', 'really boring', 'boring']",[],18
@jkrgajke134rb,2026-06-15T23:19:11Z,2,yessss,r8SvHZxALQs,yessss,neutral,0.0,[],[],70
@swizkey,2026-06-15T23:17:31Z,13,Holy Japan glaze,r8SvHZxALQs,holy japan glaze,neutral,0.0,"['japan glaze', 'holy japan', 'glaze']","[('holy japan', 'ORG')]",48
@いっちゃん-h1j,2026-06-15T23:16:56Z,1670,ダゾーンよりこっちの方がハイライトしっかりしてて草,r8SvHZxALQs,ダゾーンよりこっちの方がハイライトしっかりしてて草,neutral,0.0,['ダゾーンよりこっちの方がハイライトしっかりしてて草'],"[('ダゾーンよりこっちの方がハイライトしっかりしてて草', 'PERSON')]",1
@ああ-h1s1n,2026-06-15T23:16:37Z,2,世界の皆さん三笘がいれば勝てました,r8SvHZxALQs,世界の皆さん三笘がいれば勝てました,neutral,0.0,['世界の皆さん三笘がいれば勝てました'],[],1
@カジカジ-f1f,2026-06-15T23:16:22Z,74,"オランダに敬意を！
もちろん、日本にも大きな敬意を！",r8SvHZxALQs,オランダに敬意を もちろん 日本にも大きな敬意を,neutral,0.0,"['もちろん 日本にも大きな敬意を', '日本にも大きな敬意を', 'オランダに敬意を もちろん']","[('オランダに敬意を もちろん', 'ORG')]",1
@davegalea6689,2026-06-15T23:15:24Z,3,you can stuff all the other teams but I hope Japan will win the 2026 World cup.  Go Japan,r8SvHZxALQs,you can stuff all the other teams but i hope japan will win the 2026 world cup go japan,positive,0.8765,"['japan win', 'hope japan', 'cup japan']","[('japan', 'GPE'), ('japan', 'GPE')]",30
@Kenzo-es7qc,2026-06-15T23:14:41Z,5,森保監督凄すぎる。,r8SvHZxALQs,森保監督凄すぎる,neutral,0.0,[],[],1
@高橋キングストーン,2026-06-15T23:13:34Z,2,"No Mitoma No Taki No Endo But doesn’t matter 
We got real samurai Moriyasu",r8SvHZxALQs,no mitoma no taki no endo but doesn t matter we got real samurai moriyasu,positive,0.1124,"['samurai moriyasu', 'moriyasu', 'taki endo']","[('doesn', 'PERSON')]",114
@GuvR2.3,2026-06-15T23:13:00Z,3,"日本は最高の国だ
治安が良い、清潔である、真面目で規律を重んじる、だが迷惑をかけなければ何をしても良い自由である、差別はない。
飯が美味い
そしてサッカーも強い！！",r8SvHZxALQs,日本は最高の国だ 治安が良い 清潔である 真面目で規律を重んじる だが迷惑をかけなければ何をしても良い自由である 差別はない 飯が美味い そしてサッカーも強い,neutral,0.0,"['日本は最高の国だ 治安が良い', '真面目で規律を重んじる だが迷惑をかけなければ何をしても良い自由である', 'だが迷惑をかけなければ何をしても良い自由である 差別はない']","[('日本は最高の国だ 治安が良い 清潔である', 'ORG')]",1
@unitmc3704,2026-06-15T23:08:36Z,150,"If we consider the penalty shootout loss to Croatia in the previous tournament as a draw, then the fact that Moriyasu is undefeated against European teams is astonishing.
In other words, since the match against Belgium in the 2018 tournament, Japan has not lost to a European team even once in eight years.
This includes super-strong nations such as Germany, Spain, and England.
And even the Netherlands couldn't stop Moriyasu's unbeaten streak.",r8SvHZxALQs,if we consider the penalty shootout loss to croatia in the previous tournament as a draw then the fact that moriyasu is undefeated against european teams is astonishing in other words since the match against belgium in the 2018 tournament japan has not lost to a european team even once in eight years this includes super strong nations such as germany spain and england and even the netherlands couldn t stop moriyasu s unbeaten streak,positive,0.3944,"['moriyasu unbeaten', 'moriyasu undefeated', 'fact moriyasu']","[('japan', 'GPE'), ('germany', 'GPE'), ('spain', 'GPE'), ('england', 'GPE'), ('netherlands', 'GPE'), ('moriyasu s unbeaten', 'ORG')]",-1
@luisibarra6737,2026-06-15T23:08:05Z,2,さあ、始めようぜ！🔥,r8SvHZxALQs,さあ 始めようぜ,neutral,0.0,[],[],1
@r31jp,2026-06-15T23:07:12Z,39,"「追いついた」「勝ち点1」と話題だけど、オランダ相手にカード０。
フェアプレーポイントの差で現在、グループF単独２位...。
2018年W杯、日本のグループステージ突破はこの差だった…。
これも、注目しないとね。",r8SvHZxALQs,追いついた 勝ち点1 と話題だけど オランダ相手にカード０ フェアプレーポイントの差で現在 グループf単独２位 2018年w杯 日本のグループステージ突破はこの差だった これも 注目しないとね,neutral,0.0,"['オランダ相手にカード０ フェアプレーポイントの差で現在', 'フェアプレーポイントの差で現在 グループf単独２位', '追いついた 勝ち点1']","[('追いついた 勝ち点1', 'PERSON')]",1
@hyoga-mazine,2026-06-15T23:05:55Z,1,こっちのハイライトはええやん,r8SvHZxALQs,こっちのハイライトはええやん,neutral,0.0,['こっちのハイライトはええやん'],"[('こっちのハイライトはええやん', 'GPE')]",1
@gaju7772,2026-06-15T23:05:22Z,1,日本はサッカーをしている。韓国は喧嘩をしている。,r8SvHZxALQs,日本はサッカーをしている 韓国は喧嘩をしている,neutral,0.0,"['日本はサッカーをしている 韓国は喧嘩をしている', '韓国は喧嘩をしている', '日本はサッカーをしている']",[],1
@user-yfloppgfswr15,2026-06-15T23:05:21Z,143,日本の誇り、Zion Suzuki(鈴木彩艶)🇯🇵❤,r8SvHZxALQs,日本の誇り zion suzuki 鈴木彩艶,neutral,0.0,"['日本の誇り zion', 'suzuki 鈴木彩艶', '日本の誇り']",[],1
@aslkdmcbxjs,2026-06-15T23:04:36Z,2789,"Kamada
⚽
😮",r8SvHZxALQs,kamada,neutral,0.0,[],[],125
@joinHR,2026-06-15T23:03:57Z,14,Rooting for Japan.,r8SvHZxALQs,rooting for japan,neutral,0.0,"['rooting japan', 'rooting', 'japan']","[('japan', 'GPE')]",-1
@user-yfloppgfswr15,2026-06-15T23:03:23Z,34,"The Japanese players all put in a great effort in a tough match, but there’s certainly room for improvement.
This is particularly evident when you look at the usual form of Ueda, Sano and Kamada.
Go Go Japan🇯🇵📣",r8SvHZxALQs,the japanese players all put in a great effort in a tough match but there s certainly room for improvement this is particularly evident when you look at the usual form of ueda sano and kamada go go japan,positive,0.8555,"['japanese players', 'kamada japan', 'sano kamada']","[('japan', 'GPE')]",30
@miyako-bito,2026-06-15T23:02:51Z,288,Best match so far. Hope Japan wins the world cup!,r8SvHZxALQs,best match so far hope japan wins the world cup,positive,0.9017,"['japan wins', 'hope japan', 'best match']","[('japan', 'GPE')]",-1
@katialima9718,2026-06-15T23:01:56Z,31,Japão mostrou pra que veio 🥷🥷🥷⚽,r8SvHZxALQs,japão mostrou pra que veio,neutral,0.0,"['que veio', 'japão mostrou', 'pra que']","[('japão mostrou', 'PERSON')]",4
@ハゲテキテル連合,2026-06-15T23:01:16Z,5,"2022年三笘の1ミリ
2026年鎌田の1擦り",r8SvHZxALQs,2022年三笘の1ミリ 2026年鎌田の1擦り,neutral,0.0,"['2022年三笘の1ミリ 2026年鎌田の1擦り', '2026年鎌田の1擦り', '2022年三笘の1ミリ']",[],1
@j.26clips,2026-06-15T22:59:44Z,50,what a game,r8SvHZxALQs,what a game,neutral,0.0,['game'],[],109
@DavidVelaquez-sup4,2026-06-15T22:58:20Z,1,Japan!!! 🇯🇵🇯🇵🇯🇵🇯🇵🇯🇵🇯🇵🇯🇵,r8SvHZxALQs,japan,neutral,0.0,[],"[('japan', 'GPE')]",62
@SonFlower손꽃,2026-06-15T22:57:14Z,23,Just imagine Japan facing Morocco in the knockout stages of the World Cup. That would be absolutely electric!,r8SvHZxALQs,just imagine japan facing morocco in the knockout stages of the world cup that would be absolutely electric,neutral,0.0,"['imagine japan', 'japan facing', 'absolutely electric']","[('japan', 'GPE'), ('morocco', 'GPE')]",30
@ken-udoit5161,2026-06-15T22:56:57Z,512,"Japan beat Brazil, Spain Germany and England already . 
Japan is one of the best countries for sure .",r8SvHZxALQs,japan beat brazil spain germany and england already japan is one of the best countries for sure,positive,0.7579,"['japan best', 'england japan', 'japan beat']","[('japan', 'GPE'), ('brazil', 'GPE'), ('spain germany', 'GPE'), ('england', 'GPE'), ('japan', 'GPE')]",30
@pino4097,2026-06-15T22:53:28Z,5,일본 잘하네,r8SvHZxALQs,일본 잘하네,neutral,0.0,[],[],22
@akita1934,2026-06-15T22:53:12Z,0,日本は引き分けたが勝てる要素はなかった,r8SvHZxALQs,日本は引き分けたが勝てる要素はなかった,neutral,0.0,['日本は引き分けたが勝てる要素はなかった'],[],1
@jackshin5165,2026-06-15T22:51:11Z,6,Impressive! from Korea🇰🇷👍🏼,r8SvHZxALQs,impressive from korea,positive,0.5106,"['impressive korea', 'korea', 'impressive']","[('korea', 'GPE')]",48
@thismejaye,2026-06-15T22:48:40Z,3,Netherlands vs blue lock,r8SvHZxALQs,netherlands vs blue lock,neutral,0.0,"['netherlands vs', 'blue lock', 'netherlands']","[('netherlands', 'GPE')]",42
@MatheusOliveira-e4l,2026-06-15T22:46:33Z,20,LETS GO BLUE LOCK,r8SvHZxALQs,lets go blue lock,neutral,0.0,"['blue lock', 'lets blue', 'lock']",[],42
@minamikoneko,2026-06-15T22:45:58Z,2,最初のマーレンのシュートを彩艶が止めてモーメンタムを渡さなかったのが大きかった,r8SvHZxALQs,最初のマーレンのシュートを彩艶が止めてモーメンタムを渡さなかったのが大きかった,neutral,0.0,['最初のマーレンのシュートを彩艶が止めてモーメンタムを渡さなかったのが大きかった'],"[('最初のマーレンのシュートを彩艶が止めてモーメンタムを渡さなかったのが大きかった', 'PERSON')]",1
@にゃんちゅう82,2026-06-15T22:44:35Z,186,"ザイオンがまだ23才という日本サポーターの幸せ☺️✨
三笘と南野が怪我治ったらオランダと再戦したいな",r8SvHZxALQs,ザイオンがまだ23才という日本サポーターの幸せ 三笘と南野が怪我治ったらオランダと再戦したいな,neutral,0.0,"['ザイオンがまだ23才という日本サポーターの幸せ 三笘と南野が怪我治ったらオランダと再戦したいな', '三笘と南野が怪我治ったらオランダと再戦したいな', 'ザイオンがまだ23才という日本サポーターの幸せ']","[('ザイオンがまだ23才という日本サポーターの幸せ', 'PERSON')]",1
@ポップコーン-g3s,2026-06-15T22:43:47Z,4,Many Japanese people are not satisfied with this result. We really thought we could beat the Netherlands. We will do our best in the remaining two matches🇯🇵,r8SvHZxALQs,many japanese people are not satisfied with this result we really thought we could beat the netherlands we will do our best in the remaining two matches,positive,0.4344,"['beat netherlands', 'netherlands best', 'result really']","[('netherlands', 'GPE')]",47
@fizthemiz1994,2026-06-15T22:43:36Z,4,The security were Japan's supporters😂,r8SvHZxALQs,the security were japan s supporters,positive,0.6486,"['security japan', 'japan supporters', 'japan']","[('japan', 'GPE')]",-1
@Hunterkiller17-p2n,2026-06-15T22:38:30Z,1,"Wait ! That goal from Van Dijk was not from a Penalty kick, how did he managed to get up there and score that goal. I'm surprised",r8SvHZxALQs,wait that goal from van dijk was not from a penalty kick how did he managed to get up there and score that goal i am surprised,positive,0.5236,"['dijk penalty', 'goal surprised', 'penalty kick']","[('van dijk', 'PERSON')]",112
@hmxza.exe.0,2026-06-15T22:36:26Z,18,What a superb 2nd half that was..!!!🔥,r8SvHZxALQs,what a superb 2nd half that was,positive,0.6249,"['2nd half', 'superb 2nd', 'superb']",[],-1
@jiro_.mochizuki1730,2026-06-15T22:36:01Z,30,Project BLUE LOCK 💙 🗾,r8SvHZxALQs,project blue lock,neutral,0.0,"['blue lock', 'project blue', 'lock']",[],132
@abelovedutd24,2026-06-15T22:33:54Z,0,"🇯🇵👏
— G",r8SvHZxALQs,g,neutral,0.0,[],[],64
@hkt2bap,2026-06-15T22:33:41Z,1,"日本よく追いついた！！
なんとか予選勝ち抜いて欲しい！
頑張れ日本🇯🇵",r8SvHZxALQs,日本よく追いついた なんとか予選勝ち抜いて欲しい 頑張れ日本,neutral,0.0,"['なんとか予選勝ち抜いて欲しい 頑張れ日本', '日本よく追いついた なんとか予選勝ち抜いて欲しい', 'なんとか予選勝ち抜いて欲しい']",[],1
@mg-geo5170,2026-06-15T22:33:34Z,21,The Japanese are a hardworking people compared to the colorful Dutch. Greetings from Poland :),r8SvHZxALQs,the japanese are a hardworking people compared to the colorful dutch greetings from poland,positive,0.4215,"['japanese', 'japanese hardworking', 'dutch greetings']","[('poland', 'GPE')]",-1
@NITROALKANE,2026-06-15T22:32:20Z,15,Requesting FIFA to add the time as well to the scoreboard,r8SvHZxALQs,requesting fifa to add the time as well to the scoreboard,positive,0.2732,"['time scoreboard', 'add time', 'requesting fifa']","[('fifa', 'ORG')]",-1
@JawbreakerJuice,2026-06-15T22:32:02Z,1715,best match so far,r8SvHZxALQs,best match so far,positive,0.6369,"['best match', 'match far', 'match']",[],18
@バーミンガムシティは最高,2026-06-15T22:31:33Z,1,色んなビッグクラブは鈴木彩艷、中村敬斗、久保建英を獲ってくれ,r8SvHZxALQs,色んなビッグクラブは鈴木彩艷 中村敬斗 久保建英を獲ってくれ,neutral,0.0,"['色んなビッグクラブは鈴木彩艷 中村敬斗', '色んなビッグクラブは鈴木彩艷', '中村敬斗 久保建英を獲ってくれ']",[],1
@facet9911,2026-06-15T22:31:01Z,8,"Japan has a fatal flaw. They advanced to the Round of 16 four times and lost all four. 
Will they be able to overcome that fatal weakness in this tournament?",r8SvHZxALQs,japan has a fatal flaw they advanced to the round of 16 four times and lost all four will they be able to overcome that fatal weakness in this tournament,negative,-0.8779,"['weakness tournament', 'japan fatal', 'fatal weakness']","[('japan', 'GPE')]",30
@xxxl6833,2026-06-15T22:30:28Z,78,"I went to a bar in Japan to watch this match as a Japanese fan. After the match, I shook hands with Dutch fans and had some drinks with them. This is one of the beautiful things about football.

Thank you, Netherlands, from Japan 🇳🇱❤️🇯🇵",r8SvHZxALQs,i went to a bar in japan to watch this match as a japanese fan after the match i shook hands with dutch fans and had some drinks with them this is one of the beautiful things about football thank you netherlands from japan,positive,0.8074,"['dutch fans', 'japanese fan', 'netherlands japan']","[('japan', 'GPE'), ('netherlands', 'GPE'), ('japan', 'GPE')]",47
@NEVEREVER-u7p,2026-06-15T22:30:07Z,14,1:47 Totally Van Djick 2026.,r8SvHZxALQs,1 47 totally van djick 2026,neutral,0.0,"['djick 2026', 'van djick', 'djick']","[('van djick', 'ORG')]",-1
@yamane-m1i,2026-06-15T22:28:15Z,438,Massive respect for both sides🎉 Japan never gives up! So proud❤,r8SvHZxALQs,massive respect for both sides japan never gives up so proud,positive,0.7959,"['sides japan', 'japan gives', 'gives proud']","[('japan', 'GPE')]",-1
@KuayNess,2026-06-15T22:26:17Z,0,Dry ahh commentators,r8SvHZxALQs,dry ahh commentators,neutral,0.0,"['ahh commentators', 'commentators', 'dry ahh']",[],29
@トキトキ-q6t,2026-06-15T22:25:34Z,38,absolute cinema,r8SvHZxALQs,absolute cinema,neutral,0.0,"['absolute cinema', 'cinema', 'absolute']",[],131
@Michael-k7q3j,2026-06-15T22:24:49Z,97,GO BLUE LOCK 🇧🇷🇯🇵,r8SvHZxALQs,go blue lock,neutral,0.0,"['blue lock', 'lock', 'blue']",[],42
@aqua756,2026-06-15T22:22:48Z,43,"전반전에는 둘다 신중한 느낌이었긴 한데 후반전에는 꽤 좋았던 것 같다
그리고 왠지는 모르겠는데 일본이 지고있는 상황에서도 일본이라면 골을 넣을 수 있을 거라고 믿었다

네덜란드 상대로 헤딩골은 대단하네
나카무라하고 스즈키도 눈에 띄었던 것 같다
쿠보는 부상으로 휠체어를 탔다고 들었는데 괜찮은 건가?
큰부상은 아니길 바라겠다

한국하고 일본 둘다 원하는 목표를 이룰 수 있기를 바라겠다",r8SvHZxALQs,전반전에는 둘다 신중한 느낌이었긴 한데 후반전에는 꽤 좋았던 것 같다 그리고 왠지는 모르겠는데 일본이 지고있는 상황에서도 일본이라면 골을 넣을 수 있을 거라고 믿었다 네덜란드 상대로 헤딩골은 대단하네 나카무라하고 스즈키도 눈에 띄었던 것 같다 쿠보는 부상으로 휠체어를 탔다고 들었는데 괜찮은 건가 큰부상은 아니길 바라겠다 한국하고 일본 둘다 원하는 목표를 이룰 수 있기를 바라겠다,neutral,0.0,"['지고있는 상황에서도', '상황에서도', '둘다 신중한']","[('전반전에는 둘다', 'PERSON'), ('신중한 느낌이었긴 한데 후반전에는', 'PERSON'), ('바라겠다 한국하고 일본 둘다 원하는 목표를', 'PERSON'), ('있기를 바라겠다', 'PERSON')]",22
@sonoalbi1758,2026-06-15T22:21:38Z,26,Captain tsubasa episode 37-42 vibes.,r8SvHZxALQs,captain tsubasa episode 37 42 vibes,neutral,0.0,"['tsubasa episode', 'captain tsubasa', 'tsubasa']","[('tsubasa episode', 'PERSON')]",-1
@gngmdpd,2026-06-15T22:20:44Z,17,Moriyasu is the GOAT as a manager.,r8SvHZxALQs,moriyasu is the goat as a manager,neutral,0.0,"['moriyasu goat', 'moriyasu', 'goat manager']",[],52
@neymarjunior5804,2026-06-15T22:19:43Z,62,Well played Japan from Brazil. 🇧🇷🇯🇵,r8SvHZxALQs,well played japan from brazil,positive,0.5423,"['played japan', 'japan brazil', 'japan']","[('japan', 'GPE'), ('brazil', 'GPE')]",-1
@tcbbctagain572,2026-06-15T22:19:01Z,1,The announcer sounds like Martin Tyler,r8SvHZxALQs,the announcer sounds like martin tyler,positive,0.3612,"['martin tyler', 'announcer sounds', 'announcer']","[('martin tyler', 'PERSON')]",29
@2KD9_05,2026-06-15T22:18:42Z,53,"The team worth supporting the most🇯🇵
Let's go Japan❤️‍🔥",r8SvHZxALQs,the team worth supporting the most let s go japan,positive,0.5859,"['let japan', 'worth supporting', 'supporting let']","[('japan', 'GPE')]",-1
@carloszaconeta8725,2026-06-15T22:16:51Z,7,"Edición 1*.                                                               The Blue Lock protect is becoming a reality.                                                Edición 2*.                                                                Viva Japónnnnnnnnnnnnnnnnnn dale Japón empatoooooo esoo viva, Japón empatando  🗣️🗣️🔥🔥",r8SvHZxALQs,edición 1 the blue lock protect is becoming a reality edición 2 viva japónnnnnnnnnnnnnnnnnn dale japón empatoooooo esoo viva japón empatando,positive,0.3818,"['edición blue', 'blue lock', 'edición viva']","[('empatoooooo esoo viva japón', 'ORG')]",42
@WillyWonka363,2026-06-15T22:16:24Z,965,"Japan, the pride of Asia, no doubt.",r8SvHZxALQs,japan the pride of asia no doubt,positive,0.5439,"['japan pride', 'pride asia', 'japan']","[('japan', 'GPE'), ('asia', 'LOC')]",90
@hectorlopez1069,2026-06-15T22:16:07Z,1,Netherlands defense became horrible when Japan got the equalizer.,r8SvHZxALQs,netherlands defense became horrible when japan got the equalizer,negative,-0.4588,"['netherlands defense', 'horrible japan', 'japan got']","[('netherlands', 'GPE'), ('japan', 'GPE')]",47
@ぴぴらっち,2026-06-15T22:15:32Z,19,Japan is one of the hardest countries to tell whether it’s overrated or underrated,r8SvHZxALQs,japan is one of the hardest countries to tell whether it s overrated or underrated,neutral,0.0,"['japan hardest', 'overrated underrated', 'tell overrated']","[('japan', 'GPE')]",-1
@BNK1904,2026-06-15T22:14:33Z,39,Truly Unreal,r8SvHZxALQs,truly unreal,positive,0.4404,"['truly unreal', 'unreal', 'truly']",[],36
@DarrenTan-o4u,2026-06-15T22:14:25Z,2,0:48 Netherlands 🇳🇱,r8SvHZxALQs,0 48 netherlands,neutral,0.0,"['48 netherlands', 'netherlands', '48']",[],49
@sei3052,2026-06-15T22:14:04Z,2279,"ザイオンはポストインのゴールしか許さなかった。
素晴らしいGKだな本当に。",r8SvHZxALQs,ザイオンはポストインのゴールしか許さなかった 素晴らしいgkだな本当に,neutral,0.0,"['ザイオンはポストインのゴールしか許さなかった 素晴らしいgkだな本当に', 'ザイオンはポストインのゴールしか許さなかった', '素晴らしいgkだな本当に']","[('ザイオンはポストインのゴールしか許さなかった 素晴らしいgkだな本当に', 'PERSON')]",1
@sunkoh9808,2026-06-15T22:13:35Z,33,일본 멋진 경기였어요. 조직력+스피드 엄청납니다.,r8SvHZxALQs,일본 멋진 경기였어요 조직력 스피드 엄청납니다,neutral,0.0,"['스피드 엄청납니다', '엄청납니다', '조직력 스피드']",[],22
@0826hkable,2026-06-15T22:11:27Z,85,JAPAN!🎉🎉,r8SvHZxALQs,japan,neutral,0.0,[],"[('japan', 'GPE')]",62
@Gonax97,2026-06-15T22:10:35Z,271,"*The best match of the World Cup so far, how beautiful and exciting football is!* 🤩😍⚽",r8SvHZxALQs,the best match of the world cup so far how beautiful and exciting football is,positive,0.9112,"['exciting football', 'best match', 'world cup']",[],10
@茶釜熱々,2026-06-15T22:10:15Z,43,"It was really a fight to the death!!
I will win the next game!!",r8SvHZxALQs,it was really a fight to the death i will win the next game,negative,-0.4549,"['fight death', 'death win', 'really fight']",[],-1
@Fargtsu44332,2026-06-15T22:10:13Z,4959,"Japan is already among the world’s elite. It doesn’t matter if you’re from Europe or South America - take Japan lightly, and they’ll make you pay for it
A draw is still impressive!! Great Job, Japan 🇯🇵🇯🇵🇯🇵🇯🇵🇯🇵🇯🇵🇯🇵🇯🇵🇯🇵❤️❤️❤️❤️❤️",r8SvHZxALQs,japan is already among the world s elite it doesn t matter if you reply from europe or south america take japan lightly and they ll make you pay for it a draw is still impressive great job japan,positive,0.7964,"['japan lightly', 'japan world', 'japan']","[('japan', 'GPE'), ('doesn', 'PERSON'), ('europe', 'LOC'), ('south america', 'LOC'), ('japan', 'GPE'), ('japan', 'GPE')]",-1
@kutsushitagaaru4379,2026-06-15T22:07:31Z,1428,Nakamura is too underrated!,r8SvHZxALQs,nakamura is too underrated,neutral,0.0,"['nakamura underrated', 'nakamura', 'underrated']","[('nakamura', 'PERSON')]",117
@TomAndrews91,2026-06-15T22:06:40Z,162,Japan always fighting until the very end. Hope they qualify.,r8SvHZxALQs,japan always fighting until the very end hope they qualify,positive,0.1725,"['japan fighting', 'hope qualify', 'japan']","[('japan', 'GPE')]",30
@Ventura_95,2026-06-15T22:06:02Z,28,Koeman parked the bus too early. He shouldn’t have replaced Summerville,r8SvHZxALQs,koeman parked the bus too early he shouldn t have replaced summerville,neutral,0.0,"['koeman parked', 'replaced summerville', 'parked bus']",[],-1
